birth,brand,code,explain,firm_import,firm_madein,image_link,made_in,material,material2,now_price,origin_price,product,star_score,target
2017-09-01,OUTSTANDING&CO,300368695,CHAMBRAY NAVAL SHIRTS [INDIGO],아웃스탠딩,아웃스탠딩 / KOREA,nan,KOREA,100% cotton,100% cotton,"119,200","149,000",LONG-SLEEVE SHIRTS,0,MEN
2019-09-01,OUTSHELL,300761573,wool semi-wide pant - black,OUTSHELL,OUTSHELL / KOREA,nan,KOREA,"wool 18, polyester 56, rayon 24, span 2","wool 18, polyester 56, rayon 24, span 2","61,500","102,000",WIDE LEG,0,WOMEN
2019-09-01,OUTSHELL,300761579,semi-oversize double long coat - camel,OUTSHELL,OUTSHELL / KOREA,nan,KOREA,wool 100,wool 100,"260,000","430,000",COAT,0,WOMEN
2019-09-01,OUTSHELL,300761572,wool semi-wide pant - red brown,OUTSHELL,OUTSHELL / KOREA,nan,KOREA,"wool 18, polyester 56, rayon 24, span 2","wool 18, polyester 56, rayon 24, span 2","61,500","102,000",WIDE LEG,0,WOMEN
2018-04-12,OUTSTANDING&CO,300451565,VERTICAL BAND COLLAR PULL LONG SHIRTS[BLUE/NAVY],OUTSTANDING,OUTSTANDING / KOREA,nan,KOREA,100% cotton,100% cotton,"62,300","89,000",LONG-SLEEVE SHIRTS,0,MEN
2018-04-12,OUTSTANDING&CO,300451562,VERTICAL BAND COLLAR PULL LONG SHIRTS[BLUE/RED],OUTSTANDING,OUTSTANDING / KOREA,nan,KOREA,100% cotton,100% cotton,"62,300","89,000",LONG-SLEEVE SHIRTS,0,MEN
2019-09-18,PAUL&ALICE,300748859,19FALL LEOPARD PLEATS DRESS /IVORY,(주)폴앤앨리스,(주)폴앤앨리스 / KOREA,nan,KOREA,폴리100%,폴리100%,"142,400","178,000",MAXIS,0,WOMEN
2018-04-12,OUTSTANDING&CO,300451568,2 POCKET BOWLER SHIRTS[OLIVE GREEN],OUTSTANDING,OUTSTANDING / KOREA,nan,KOREA,100% cotton,100% cotton,"62,400","78,000",SHORT-SLEEVE SHIRTS,0,MEN
2019-10-29,ourcomos,300785271,comos`270 basic stitch shirt (dusty blue),ourcomos,ourcomos / KOREA,nan,KOREA,"polyester 100% , 배색 polyester 100%","polyester 100% , 배색 polyester 100%","76,500","85,000",SHIRTS,0,WOMEN
2017-02-15,outstandingordinary,300309475,SINCE SKIRT_NAVY,투데이브랜드,투데이브랜드 / KOREA,nan,KOREA,"polyester 90, elastane 10","polyester 90, elastane 10",nan,"64,000",MINI SKIRT,0,WOMEN
2016-08-01,PAUL REVERE,300392146,STRIPE FOUND(IV),PAULREVERE,PAULREVERE / KOREA,nan,KOREA,상세이미지 참고,상세이미지 참고,nan,"32,800",LONG-SLEEVE TEE,0,MEN
2017-09-27,P.P.P,300375650,RAW SAILOR LONG HOODIE (ORANGE),STEPcorp,STEPcorp / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,nan,"85,000",HOODIE,0,MEN
2019-11-01,PAUL&ALICE,300789059,19FW PADDING TRENCH COAT /BEIGE,폴앤앨리스,폴앤앨리스 / KOREA,nan,KOREA,면 69% 폴리 25% 나일론6 %,면 69% 폴리 25% 나일론6 %,"164,000","328,000",COAT,0,WOMEN
2017-09-27,P.P.P,300375656,MIX FLANNEL OVERSIZE SHIRTS (GREEN),STEPcorp,STEPcorp / KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,nan,"79,000",LONG-SLEEVE SHIRTS,0,MEN
2019-10-28,PAUL&ALICE,300785192,19FW LONG MUSTANG COAT / 3 COLOR,폴앤앨리스,폴앤앨리스 / KOREA,nan,KOREA,POLY 100%,POLY 100%,"169,000","338,000",COAT,0,WOMEN
2017-09-27,P.P.P,300375669,SSC BENCH COAT (ROYAL BLUE),STEPcorp,STEPcorp / KOREA,nan,KOREA,nylon 100%,nylon 100%,"39,000","109,000",COAT,0,MEN
2017-01-11,OWL91,300306794,WWL92SSPT02 [blue],OWL91,OWL91 / KOREA,nan,KOREA,COTTON 100,COTTON 100,"35,600","89,000",STRAIGHT,0,WOMEN
2016-08-01,OWL91,300261620,WWL91FWSK01 [brown],OWL91,OWL91 / KOREA,nan,KOREA,RAYON 75 POLYESTER 20 POLYURETHANE 5,RAYON 75 POLYESTER 20 POLYURETHANE 5,"19,200","48,000",MIDDLE-LENGTH SKIRT,0,WOMEN
2016-06-01,PAUL REVERE,300392084,UNISEX THIN SPAN SLACKS(NY),PAULREVERE,PAULREVERE / KOREA,nan,KOREA,상세이미지 참고,상세이미지 참고,"34,200","38,000",SLACKS,0,MEN
2016-02-01,PAUL REVERE,300392090,RAGLAN LINE(GY),PAULREVERE,PAULREVERE / KOREA,nan,KOREA,상세이미지 참고,상세이미지 참고,"23,400","26,000",SHORT-SLEEVE TEE,0,MEN
2018-02-26,P.P.P,300431024,SSC SWEAT HOODIE (BLACK),STEPcorp,STEPcorp / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,nan,"49,000",HOODIE,0,MEN
2016-06-01,PAUL REVERE,300392087,VALLEY VNECK MTM(BK),PAULREVERE,PAULREVERE / KOREA,nan,KOREA,상세이미지 참고,상세이미지 참고,"17,820","19,800",SHORT-SLEEVE TEE,0,MEN
2017-09-27,P.P.P,300375670,SSC BENCH COAT (BLACK),STEPcorp,STEPcorp / KOREA,nan,KOREA,nylon 100%,nylon 100%,"39,000","109,000",COAT,0,MEN
2016-02-01,PAUL REVERE,300392092,TWO KIDS(CH),PAULREVERE,PAULREVERE / KOREA,nan,KOREA,상세이미지 참고,상세이미지 참고,"23,400","26,000",SHORT-SLEEVE TEE,0,MEN
2019-10-28,PAUL&ALICE,300784816,19FW SAILOR FUR COAT / IVORY,폴앤앨리스,폴앤앨리스 / KOREA,nan,KOREA,POLY 100%,POLY 100%,"118,800","198,000",COAT,0,WOMEN
2019-10-01,PAUL&ALICE,300786434,19FW CORDUROY PANTS /IVORY,폴앤앨리스,폴앤앨리스 / KOREA,nan,KOREA,면 100%,면 100%,"54,400","68,000",STRAIGHT,0,WOMEN
2019-12-03,OSEE,300824794,Glitter Pleats Ivory-gold Skirt,osee,osee / KOREA,nan,KOREA,"겉감 : polyester 100%, 안감 : polyester 100%","겉감 : polyester 100%, 안감 : polyester 100%",nan,"188,000",LONG SKIRT,0,WOMEN
2019-11-29,OSEE,300821138,Hepburn Neck Ivory One-Piece,osee,osee / KOREA,nan,KOREA,"겉감 : polyester75% viscose17% spandex8%, 안감 : polyester 100%","겉감 : polyester75% viscose17% spandex8%, 안감 : polyester 100%",nan,"148,000",MINIS,0,WOMEN
2019-11-29,OSEE,300821139,Hepburn Neck Black One-Piece,osee,osee / KOREA,nan,KOREA,"겉감 : polyester75% viscose17% spandex8%, 안감 : polyester 100%","겉감 : polyester75% viscose17% spandex8%, 안감 : polyester 100%",nan,"148,000",MINIS,0,WOMEN
2019-02-28,orostudios,300614722,bustier one-piece[black+stripe],orostudios,orostudios / KOREA,nan,KOREA,폴리에스터85면15,폴리에스터85면15,"99,450","117,000",MAXIS,0,WOMEN
2019-09-01,OoH-AHh!,300741372,UNI BOA FUR JP (3COLOR),OOHAHH,OOHAHH / KOREA,nan,KOREA,ACRYLIC 20% POLY 80%,ACRYLIC 20% POLY 80%,"105,400","124,000",JUMPER,0,WOMEN
2019-11-01,OoH-AHh!,300817718,OVER STITCH TURTLE NECK (CREAM),OOHAHH,OOHAHH / KOREA,nan,KOREA,Cotton 95% Span 5%,Cotton 95% Span 5%,nan,"54,000",LONG-SLEEVE TEE,0,WOMEN
2019-11-01,OoH-AHh!,300817720,DIAMOND VEST (NAVY),OOHAHH,OOHAHH / KOREA,nan,KOREA,Polyester 80% Acrylic20%,Polyester 80% Acrylic20%,nan,"89,000",VEST,0,WOMEN
2019-10-01,ooparts,300763257,Two pleats wide-leg pants Black,오파츠,오파츠 / CHINA,nan,CHINA,Cotton 40% Acrylic 30% Modal 30%,Cotton 40% Acrylic 30% Modal 30%,nan,"138,000",SLACKS,0,MEN
2019-10-31,ooparts,300807370,Overfit Sailor Collar Duffle Coat Charcoal,오파츠,오파츠 / CHINA,nan,CHINA,Wool 70 / Poly 30,Wool 70 / Poly 30,"318,400","398,000",COAT,0,MEN
2019-10-31,ooparts,300807433,Overfit Sailor Collar Duffle Coat Check,오파츠,오파츠 / CHINA,nan,CHINA,Wool 70 / Poly 30,Wool 70 / Poly 30,"318,400","398,000",COAT,0,MEN
2018-02-01,OURS-LAB,300491248,BIKIBI BOTTOM_BLACK,아워스랩,아워스랩 / KOREA,nan,KOREA,94% 나일론 6% 엘라스틴,94% 나일론 6% 엘라스틴,"55,300","79,000",비키니,0,LIFE
2018-02-01,OURS-LAB,300492375,JOGGER PANTS_UNISEX,아워스랩,아워스랩 / KOREA,nan,KOREA,100% 면,100% 면,"53,400","89,000",ATHLETICS,0,MEN
2018-02-01,OURS-LAB,300492386,WOMEN'S TANK,아워스랩,아워스랩 / KOREA,nan,KOREA,94% 면 6% 엘라스틴,94% 면 6% 엘라스틴,"17,500","25,000",파자마,0,LIFE
2018-12-01,OURS-LAB,300569880,UNISEX BASIC FLEECE ZIP JACKET,아워스랩,아워스랩 / KOREA,nan,KOREA,폴리에스터 100%,폴리에스터 100%,nan,"149,000",JUMPER,0,WOMEN
2018-02-01,OURS-LAB,300492382,HODDIE_UNISEX_GREY,아워스랩,아워스랩 / KOREA,nan,KOREA,100% 면,100% 면,"71,400","119,000",HOODIE,0,MEN
2019-11-01,Oui mais non,300810067,Marco stripe T,Ouimaisnon,Ouimaisnon / KOREA,nan,KOREA,Cotton95 Spandex 5,Cotton95 Spandex 5,"55,200","69,000",LONG-SLEEVE TEE,0,WOMEN
2019-10-01,ooparts,300763175,Back printing knit Ivory,오파츠,오파츠 / CHINA,nan,CHINA,"Acryril 78%, Nylon 22%","Acryril 78%, Nylon 22%",nan,"158,000",PULLOVER,0,MEN
2019-11-20,Oui mais non,300815414,Berlin jacket for Winter,Oui mais non,Oui mais non / KOREA,nan,KOREA,Cotton100,Cotton100,"161,500","190,000",PADDING,0,WOMEN
2019-06-01,OTHERSIDE,300687107,[UNISEX]OTHERSIDE WIDE DANIM PANTS (LIGHT BLUE),OTHERSIDE,OTHERSIDE / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"46,200","66,000",BOY FRIEND,0,WOMEN
2019-03-17,OTHER-worldly,300631915,Square Neckline One-piece [Gray],아더월들리,아더월들리 / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,"95,550","147,000",MINIS,0,WOMEN
2019-03-17,OTHER-worldly,300631916,Square Neckline One-piece [White],아더월들리,아더월들리 / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,nan,"147,000",MINIS,0,WOMEN
2019-03-17,OTHER-worldly,300631918,Square Neckline One-piece [Black],아더월들리,아더월들리 / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,nan,"147,000",MINIS,0,WOMEN
2019-03-17,OTHER-worldly,300631917,Square Neckline One-piece [Yellow],아더월들리,아더월들리 / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,nan,"147,000",MINIS,0,WOMEN
2019-03-17,OTHER-worldly,300631914,Half-moon Knit One-piece [Lime],아더월들리,아더월들리 / KOREA,nan,KOREA,Cotton 60%Polyester 40%,Cotton 60%  Polyester 40%,nan,"59,000",MINIS,0,WOMEN
2019-11-04,OTHERSIDE,300794162,OSD BASIC STRIPE KNIT(GREEN),㈜아더플랜,㈜아더플랜 / KOREA,nan,KOREA,COTTON85% / POLYESTER10% / SPAN5%,COTTON85% / POLYESTER10% / SPAN5%,"52,000","80,000",PULLOVER,0,WOMEN
2019-11-04,OTHERSIDE,300794079,OSD STRIPE POLANECK T SHIRTS(GREEN),㈜아더플랜,㈜아더플랜 / KOREA,nan,KOREA,COTTON85% / SPAN15%,COTTON85% / SPAN15%,"31,500","45,000",LONG-SLEEVE TEE,0,WOMEN
2019-11-04,OTHERSIDE,300794159,OSD BIG BOLD CHECK SHIRTS(LIGHTBEIGE),㈜아더플랜,㈜아더플랜 / KOREA,nan,KOREA,POLYESTER100%,POLYESTER100%,"38,350","59,000",SHIRTS,0,WOMEN
2019-11-04,OTHERSIDE,300794147,OSD THREELINE SHIRTS(SKYBLUE),㈜아더플랜,㈜아더플랜 / KOREA,nan,KOREA,POLYESTER100%,POLYESTER100%,"42,250","65,000",SHIRTS,0,WOMEN
2018-01-31,Oui mais non,300505033,[EXCLUSIVE] Grandpa pocket vest,Oui mais non(위메농),Oui mais non(위메농) / KOREA,nan,KOREA,poly 100,poly 100,nan,"128,000",VEST,0,WOMEN
2018-11-26,Oui mais non,300795285,Grey Martin shrits coat,Oui mais non,Oui mais non / KOREA,nan,KOREA,AC70/W30,AC70/W30,nan,"150,000",JUMPER,0,WOMEN
2019-01-01,OTAE,300641813,RANCH COAT,OTAE,OTAE / KOREA,nan,KOREA,COTTON50% POLY39% NYLON11%,COTTON50% POLY39% NYLON11%,"357,300","397,000",COAT,0,WOMEN
2019-11-01,Oui mais non,300810011,Bruja omn sweat shirts,Ouimaisnon,Ouimaisnon / KOREA,nan,KOREA,Cotton 100,Cotton 100,"57,600","72,000",LONG-SLEEVE TEE,0,WOMEN
2019-01-01,OTAE,300641812,SCARF COAT,OTAE,OTAE / KOREA,nan,KOREA,COTTON62% NYLON35% POLYURETHANE8%,COTTON62% NYLON35% POLYURETHANE8%,"350,100","389,000",COAT,0,WOMEN
2019-01-01,OTAE,300641810,LEATHERETTE BLOUSE,OTAE,OTAE / KOREA,nan,KOREA,POLYURETHANE100% POLY100%,POLYURETHANE100% POLY100%,"116,100","129,000",BLOUSE,0,WOMEN
2019-01-01,OTAE,300641811,STITCH ONEPIECE,OTAE,OTAE / KOREA,nan,KOREA,POLY97% SPAN3%,POLY97% SPAN3%,"256,500","285,000",MAXIS,0,WOMEN
2019-01-01,OTAE,300641814,SAND TRENCH,OTAE,OTAE / KOREA,nan,KOREA,COTTON44% POLY48% NYLON8%,COTTON44% POLY48% NYLON8%,"418,500","465,000",COAT,0,WOMEN
2019-10-01,ooparts,300764958,Two pleats carrot-fit pants Black,오파츠,오파츠 / CHINA,nan,CHINA,TR Span,TR Span,"110,400","138,000",SLACKS,0,MEN
2018-10-11,ORDINARY PEOPLE,300531939,color-texure mixed ivory&beige sweater,ordinary people,ordinary people / KOREA,nan,KOREA,wool 30% acrliyc 70%,wool 30% acrliyc 70%,"142,200","158,000",PULLOVER,0,MEN
2019-01-08,ORDINARY PEOPLE,300582636,typeA [DISNEYxORDINARY PEOPLE] :-P donald duck pink sweat shirt,ordinary people,ordinary people / KOREA,nan,KOREA,cotton 100% (기모쭈리),cotton 100% (기모쭈리),"81,600","96,000",LONG-SLEEVE TEE,0,MEN
2019-01-08,ORDINARY PEOPLE,300582637,typeA [DISNEYxORDINARY PEOPLE] donald duck charcoal sweat shirt,ordinary people,ordinary people / KOREA,nan,KOREA,cotton 100% (기모쭈리),cotton 100% (기모쭈리),"81,600","96,000",LONG-SLEEVE TEE,0,MEN
2016-10-21,ORDINARY PEOPLE,300334956,ORDINARY LAYERED MTM GREY SHIRT,오디너리피플,오디너리피플 / KOREA,nan,KOREA,cotton 100% (기모),cotton 100% (기모),"65,600","82,000",LONG-SLEEVE TEE,0,MEN
2019-11-01,ONNE,300792451,Faux Leather Bermuda Pants,ONNE,ONNE / KOREA,nan,KOREA,Polyester 100%,Polyester 100%,nan,"135,000",SHORTS,0,WOMEN
2019-11-01,ONNE,300792456,Slim Logo Turtleneck Coral,ONNE,ONNE / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,"61,200","68,000",TURTLE-NECK,0,WOMEN
2020-01-01,oneninenineone,300845258,[SET] VELOUR HOOD ZIP UP_2COLOR,일구구일,일구구일 / KOREA,nan,KOREA,COTTON 80% / POLYESTER 20%,COTTON 80% / POLYESTER 20%,nan,"112,000",HOODIES,0,WOMEN
2019-11-12,oneninenineone,300791339,SHEARING BOMBER JK,일구구일,일구구일 / KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,"115,500","165,000",JACKET,0,WOMEN
2019-12-19,oneninenineone,300832367,MINT MIX FUR JK,일구구일,일구구일 / KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,"194,600","278,000",COAT,0,WOMEN
2019-10-18,oneninenineone,300793827,TIE WRAP DRESS,일구구일,일구구일 / KOREA,nan,KOREA,COTTON 36% / POLYESTER 64%,COTTON 36% / POLYESTER 64%,"114,750","135,000",MINIS,0,WOMEN
2019-09-01,OPENENND,300740056,Structured Round-sleeve Wool Jacket _ BLACK,openennd,openennd / KOREA,nan,KOREA,"WOOL 100 %,LINING : POLYESTER 100 %","WOOL 100 %,LINING : POLYESTER 100 %",nan,"358,000",JACKET,0,WOMEN
2019-11-01,ONNE,300792435,Python Faux Leather Skirt Grey,ONNE,ONNE / KOREA,nan,KOREA,Polyester 100%,Polyester 100%,"73,600","92,000",MINI SKIRT,0,WOMEN
2019-11-10,OSU,300818913,OSU Jacquard Padded Jacket,OSU,OSU / KOREA,nan,KOREA,60% Cotton/ 30% Polyester/ 10%Nylon,60% Cotton/ 30% Polyester/ 10%Nylon,"211,200","264,000",JACKET,0,WOMEN
2019-10-22,oneninenineone,300778649,1991 HEART LOGO HOODIE (NAPPING)_2COLOR,일구구일,일구구일 / KOREA,nan,KOREA,POLYESTER 78% / COTTON 22%,POLYESTER 78% / COTTON 22%,"51,750","69,000",HOODIES,0,WOMEN
2019-11-10,OSU,300818915,"OSU Corduroy Padded Jacket, black",OSU,OSU / KOREA,nan,KOREA,100% Cotton,100% Cotton,"172,000","215,000",JACKET,0,WOMEN
2017-04-17,OSU,300319870,"fringe cotton onepiece, ecru",osu,osu / KOREA,nan,KOREA,"90% cotton, 10% linen","90% cotton, 10% linen",nan,"138,000",MINIS,0,WOMEN
2017-10-20,OSU,300390268,"double coat, blue",osu,osu / KOREA,nan,KOREA,"80%wool, 20%nylon","80%wool, 20%nylon","200,200","364,000",COAT,0,WOMEN
2019-09-16,Ojodel.P,300743995,Raccoon Sweater Cardigan,오조델피(Ojodel.P),오조델피(Ojodel.P) / KOREA,nan,KOREA,Raccoon80% Wool20%,Raccoon80% Wool20%,"191,200","239,000",CARDIGAN,0,WOMEN
2019-09-16,Ojodel.P,300742948,Overfit Check Jacket,오조델피(Ojodel.P),오조델피(Ojodel.P) / KOREA,nan,KOREA,Wool97% Polyester3%,Wool97% Polyester3%,"255,200","319,000",JACKET,0,WOMEN
2019-11-10,OSU,300818922,"OSU Pebble Blouse, cream",OSU,OSU / KOREA,nan,KOREA,100% COTTON,100% COTTON,"94,400","118,000",BLOUSE,0,WOMEN
2019-09-01,OIAUER,300751043,Oversized Belted Jacket in Black,삼성물산 패션부문,삼성물산 패션부문 / KOREA,nan,KOREA,"겉감 나일론 10%, 겉감 울 90%, 안감 폴리에스터 100%","겉감 나일론 10%, 겉감 울 90%, 안감 폴리에스터 100%",nan,"299,000",JACKET,0,WOMEN
2019-09-01,OIAUER,300738622,Check Mini Dress in Green (WS9971MG2M),삼성물산 패션부문,삼성물산 패션부문 / KOREA,nan,KOREA,"겉감 마 5%,겉감 면 49%,겉감 폴리에스터 46%,안감 면 100%","겉감 마 5%,겉감 면 49%,겉감 폴리에스터 46%,안감 면 100%",nan,"239,000",MINIS,0,WOMEN
2019-09-01,OIAUER,300752953,Oversized Belted Jacket in Check,삼성물산 패션부문,삼성물산 패션부문 / KOREA,nan,KOREA,"겉감 나일론 12%, 겉감 레이온(비스코스) 1%, 겉감 모 63%, 겉감 아크릴 2%, 겉감 폴리에스터 22%, 안감 폴","겉감 나일론 12%, 겉감 레이온(비스코스) 1%, 겉감 모 63%, 겉감 아크릴 2%, 겉감 폴리에스터 22%, 안감 폴",nan,"299,000",JACKET,0,WOMEN
2019-09-01,OIAUER,300751038,Handmade Coat in Check,삼성물산 패션부문,삼성물산 패션부문 / CHINA,nan,CHINA,"겉감 기타섬유 4%, 겉감 나일론 11%, 겉감 모 63%, 겉감 폴리에스터 22%, 안감 폴리에스터 100%","겉감 기타섬유 4%, 겉감 나일론 11%, 겉감 모 63%, 겉감 폴리에스터 22%, 안감 폴리에스터 100%",nan,"439,000",COAT,0,WOMEN
2018-03-01,OBLA,300436923,INDIGO DENIM,OBLA,OBLA / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"29,500","59,000",BOY FRIEND,0,WOMEN
2017-05-15,O!Oi X DIAGONAL,300323990,FRILL CROP T-SHIRTS (pink),DIAGONAL X OIOI,DIAGONAL X OIOI / KOREA,nan,KOREA,"MODAL94%, PU6%","MODAL94%, PU6%","41,300","59,000",SHORT-SLEEVE TEE,0,WOMEN
2019-12-01,OBLA,300826267,HIGH WAIST DENIM 400,OBLA,OBLA / KOREA,nan,KOREA,COTTON 98% + SPAN 2 %,COTTON 98% + SPAN 2 %,"53,100","59,000",BOOTCUT,0,WOMEN
2019-10-31,OBLA,300793444,TWIST 300,OBLA,OBLA / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"41,300","59,000",STRAIGHT,0,WOMEN
2018-07-01,OBLA,300487897,HIGH WAIST DENIM 100,OBLA,OBLA / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"29,500","59,000",STRAIGHT,0,WOMEN
2019-08-01,OBLA,300730499,TWIST DENIM 100,SALAD BOWLS,SALAD BOWLS / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"41,300","59,000",STRAIGHT,0,WOMEN
2019-05-10,O.O.D,300671190,셔링 무드 스트링 나시 원피스 (블루),OOD,OOD / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,"44,100","49,000",MAXIS,0,WOMEN
2019-05-10,O.O.D,300671204,썸머 워싱 진 (라이트 블루),OOD,OOD / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,"44,100","49,000",STRAIGHT,0,WOMEN
2019-10-25,oh L,300782274,SEE-THROUGH FRILL BLOUSE_PURPLE,oh L,oh L / KOREA,nan,KOREA,100% POLYESTER,100% POLYESTER,nan,"158,000",BLOUSE,0,WOMEN
2019-11-01,oaar,300826175,TURTLENECK KNIT VEST BLACK,오아르(oaar),오아르(oaar) / KOREA,nan,KOREA,polyester70 acrylic20 rayon10,polyester70 acrylic20 rayon10,"33,300","37,000",TURTLE-NECK,0,WOMEN
2019-11-01,oaar,300826423,CHECK HALF COAT BROWN,오아르(oaar),오아르(oaar) / KOREA,nan,KOREA,WOOL50 POLYESTER50,WOOL50 POLYESTER50,"150,300","167,000",COAT,0,WOMEN
2019-11-01,oaar,300826184,HOOD CORDUROY SHIRT WHITE ,오아르(oaar),오아르(oaar) / KOREA,nan,KOREA,COTTON 100,COTTON 100,"42,500","85,000",SHIRTS,0,WOMEN
2019-10-21,O!Oi,300779893,ANGORA HEART CARDIGAN_black,OISTUDIO,OISTUDIO / KOREA,nan,KOREA,모 60% / 앙고라 20% / 나일론 20%,모 60% / 앙고라 20% / 나일론 20%,nan,"149,000",CARDIGAN,0,WOMEN
2017-06-01,oh L,300333780,SQUARE NECK LACE DRESS_YELLOW,oh L,oh L / KOREA,nan,KOREA,COTTON 60% NYLON 40%,COTTON 60% NYLON 40%,nan,"218,000",MAXIS,0,WOMEN
2018-11-03,oh L,300551520,ROSE PUFF SHIRRING  BLOUSE_CREAM,oh L ,oh L/ KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,nan,"158,000",BLOUSE,0,WOMEN
2019-11-01,oh L,300790385,LACE VELVET MINI DRESS_BLACK,oh L,oh L / KOREA,nan,KOREA,POLOYESTER 100%,POLOYESTER 100%,"185,300","218,000",MINIS,0,WOMEN
2019-10-21,O!Oi,300779876,FRUIT HEAVY KNIT_navy,OISTUDIO,OISTUDIO / KOREA,nan,KOREA,아크릴 100%,아크릴 100%,"64,400","92,000",PULLOVER,0,WOMEN
2018-04-01,NUUY GNASEEL,300473200,BIAS STRIPE SEMIOVER HALF T-SHIRTS_PK/BK,누이그나실,누이그나실 / CHINA,nan,CHINA,POLYESTER 95% SPAN 5%,POLYESTER 95% SPAN 5%,"23,800","34,000",SHORT-SLEEVE TEE,0,MEN
2018-06-01,OFFDUTY,300480501,one pocket robe dress sand beige,김김민컴퍼니,김김민컴퍼니 / KOREA,nan,KOREA,폴리에스텔 100%,폴리에스텔 100%,"147,600","164,000",MAXIS,0,WOMEN
2019-06-01,NYMPHE,300693562,솔리드 맥시,님페,님페 / KOREA,nan,KOREA,Polyester 95 Polyurethane 5,Polyester 95 Polyurethane 5,"87,200","109,000",MAXIS,0,WOMEN
2019-09-26,oh L,300756880,[EXCLUSIVE] LACE SHOULDER ALL PLEATS LONG DRESS,oh L,oh L / KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,"185,300","218,000",MAXIS,0,WOMEN
2018-06-01,OFFDUTY,300480441,shirring blouse white,김김민컴퍼니,김김민컴퍼니 / KOREA,nan,KOREA,폴리에스텔 100%,폴리에스텔 100%,"70,200","78,000",BLOUSE,0,WOMEN
2018-06-01,OFFDUTY,300480488,summer stripe skirt ivory/black,김김민컴퍼니,김김민컴퍼니 / KOREA,nan,KOREA,폴리에스텔 98% 나일론 2%,폴리에스텔 98% 나일론 2%,"97,600","122,000",MIDDLE-LENGTH SKIRT,0,WOMEN
2018-05-01,NUUY GNASEEL,300473244,CHECK BELTED BANDING HALF PANTS_GREEN,누이그나실,누이그나실 / CHINA,nan,CHINA,POLYESTER 63% RAYON 35% SPAN 2%,POLYESTER 63% RAYON 35% SPAN 2%,"30,100","43,000",SHORTS,0,MEN
2018-06-01,OFFDUTY,300480491,summer stripe skirt navy/white,김김민컴퍼니 ,김김민컴퍼니/ KOREA,nan,KOREA,폴리에스텔 98% 나일론 2%,폴리에스텔 98% 나일론 2%,"85,400","122,000",MIDDLE-LENGTH SKIRT,0,WOMEN
2018-06-01,OFFDUTY,300480499,one pocket robe dress navy stripe,김김민컴퍼니,김김민컴퍼니 / KOREA,nan,KOREA,폴리에스텔 100%,폴리에스텔 100%,"160,200","178,000",MAXIS,0,WOMEN
2020-03-31,NUVO.10,300848020,high waisted denim pants VWDPKC0100,(주)린컴퍼니,(주)린컴퍼니 / KOREA,nan,KOREA,면100%,면100%,"53,100","59,000",STRAIGHT,0,WOMEN
2018-05-01,NUUY GNASEEL,300473253,GLEN CHECK BANDING HALF PANTS_BLACK,누이그나실,누이그나실 / CHINA,nan,CHINA,COTTON 69% POLYESTER 30% SPAN 1%,COTTON 69% POLYESTER 30% SPAN 1%,"30,100","43,000",SHORTS,0,MEN
2018-11-30,NUVO.10,300545691,double breasted herringbone coat,(주)린컴퍼니,(주)린컴퍼니 / KOREA,nan,KOREA,"면 62%,울 30%,나일론 8%","면 62%,  울 30%,  나일론 8%","321,300","459,000",COAT,0,WOMEN
2019-09-30,NUVO.10,300716214,rider collar jumpsuit,(주)린컴퍼니,(주)린컴퍼니 / KOREA,nan,KOREA,"레이온60%,면40%","레이온60%,면40%","237,150","279,000",JUMPSUIT,0,WOMEN
2020-03-31,NUVO.10,300848002,puff sleeve blouse VWBLKC0400,(주)린컴퍼니,(주)린컴퍼니 / KOREA,nan,KOREA,"나일론54%,면42%,폴리우레탄4%","나일론54%,면42%,폴리우레탄4%","152,100","169,000",BLOUSE,0,WOMEN
2019-08-01,octette,300724141,classic pants (brown khaki),오떼뜨,오떼뜨 / KOREA,nan,KOREA,폴리에스테르 100,폴리에스테르 100,"134,300","158,000",WIDE LEG,0,WOMEN
2019-10-01,octette,300763875,herringbone double jacket_melange beige,오떼뜨,오떼뜨 / KOREA,nan,KOREA,울 50 폴리에스테르 50,울 50 폴리에스테르 50,"229,600","287,000",JACKET,0,WOMEN
