birth,brand,code,explain,firm_import,firm_madein,image_link,made_in,material,material2,now_price,origin_price,product,star_score,target
2019-09-01,bouton,300737216,DOUBLE WAIST TROUSERS - GRAY,BOUTON,BOUTON / KOREA,nan,KOREA,WOOL 95 POLYURETHANE 5,WOOL 95 POLYURETHANE 5,"283,100","298,000",STRAIGHT,0,WOMEN
2019-08-20,bowlloon,300732528,STITCH TRENCH COAT [MINT],bowlloon,bowlloon / KOREA,nan,KOREA,Cotton 65% Polyester 35%,Cotton 65% Polyester 35%,nan,"268,000",COAT,0,WOMEN
2019-10-10,BONIEE,300771438,Cracker logo_original(white),boniee,boniee / KOREA,nan,KOREA,100%cotton,100%cotton,"39,000","59,000",LONG-SLEEVE TEE,0,WOMEN
2018-09-27,bpb club,300527873,CLUB KNIT VEST_WHITE,bpbclub,bpbclub / KOREA,nan,KOREA,"울 50%, 나일론 25%, 폴리 15%, 아크릴 10%","울 50%, 나일론 25%, 폴리 15%, 아크릴 10%","44,400","74,000",PULLOVER,0,WOMEN
2018-09-27,bpb club,300527906,SMILE B LOGO KNIT CARDIGAN_BROWN,bpbclub,bpbclub / KOREA,nan,KOREA,"울 50%, 나일론 25%, 폴리 15%, 아크릴 10%","울 50%, 나일론 25%, 폴리 15%, 아크릴 10%","47,000","94,000",CARDIGAN,0,WOMEN
2018-10-11,bpb club,300535062,BPBCLUB CHECK WRAP SKIRT_GREEN   (M),bpbclub,bpbclub / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"34,500","69,000",MINI SKIRT,0,WOMEN
2018-09-27,bpb club,300527865,CLUB KNIT VEST_WHITE,BPBCLUB,BPBCLUB / KOREA,nan,KOREA,"울 50%, 나일론 25%, 폴리 15%, 아크릴 10%","울 50%, 나일론 25%, 폴리 15%, 아크릴 10%",nan,"74,000",PULLOVER,0,WOMEN
2018-08-28,bpb club,300509632,BPBCLUB LEOPARD WRAP SKIRT_DARK BROWN    (M),bpbclub,bpbclub / KOREA,nan,KOREA,POLY 100%,POLY 100%,"34,400","86,000",MINI SKIRT,0,WOMEN
2019-09-10,BRENDABRENDEN SEOUL,300748115,STRAIGHT DENIM PANTS-BLACK,브렌다브렌든,브렌다브렌든 / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,nan,"75,000",STRAIGHT,0,WOMEN
2019-09-01,BROW END.,300750661,TRENCH WOOL ONE PIECE (BROWN),BROW END.,BROW END. / KOREA,nan,KOREA,WOOL 10/ POLYESTER 65/ RAYON 23/ SPAN 2,WOOL 10/ POLYESTER 65/ RAYON 23/ SPAN 2,"224,100","249,000",MAXIS,0,WOMEN
2019-09-01,BROW END.,300750658,HIGH WAIST BUTTON POCKET PANTS (BROWN),KOREA,KOREA / KOREA,nan,KOREA,POLYESTER 70/ RAYON 27/ SPAN 3,POLYESTER 70/ RAYON 27/ SPAN 3,"151,050","159,000",STRAIGHT,0,WOMEN
2018-08-01,BROW END.,300589149,BELL LINE OVER COAT - BLACK,BROW END,BROW END / KOREA,nan,KOREA,WOOL 50POLY 50,WOOL 50  POLY 50,"287,200","359,000",COAT,0,WOMEN
2019-09-01,BROW END.,300750663,V NECK SHIRRING BLOUSE (WHITE),BROW END.,BROW END. / KOREA,nan,KOREA,COTTON 100,COTTON 100,"132,050","139,000",BLOUSE,0,WOMEN
2019-09-15,Brino,300750537,Cashmere Blend Turtleneck - SAND BEIGE,Brino,Brino / KOREA,nan,KOREA,"Ultrafine Merino Wool 90%, Cashmere 10%","Ultrafine Merino Wool 90%, Cashmere 10%","202,500","225,000",TURTLE-NECK,0,WOMEN
2019-09-01,Brino,300738568,Unbalanced Knit Dress - L.GRAY,Brino,Brino / KOREA,nan,KOREA,Merino Wool 100%,Merino Wool 100%,"216,000","255,000",MAXIS,0,WOMEN
2019-09-15,Brino,300750524,Cashmere Blend Turtleneck - LILAC,Brino,Brino / KOREA,nan,KOREA,"Ultrafine Merino Wool 90%, Cashmere 10%","Ultrafine Merino Wool 90%, Cashmere 10%","202,500","225,000",PULLOVER,0,WOMEN
2019-09-15,Brino,300750533,Cashmere Blend Turtleneck - GRAY,Brino,Brino / KOREA,nan,KOREA,"Ultrafine Merino Wool 90%, Cashmere 10%","Ultrafine Merino Wool 90%, Cashmere 10%","202,500","225,000",TURTLE-NECK,0,WOMEN
2019-07-01,Brino,300592846,Cashmere Turtleneck - Dove,Brino,Brino / KOREA,nan,KOREA,Cashmere 100% (Filati Biagioli Modesto from ITALY),Cashmere 100% (Filati Biagioli Modesto from ITALY),"256,500","285,000",TURTLE-NECK,0,WOMEN
2018-05-01,BUBP,300472625,BUBP CROP STRIPE TEE_PINK,BUBP자체제작,BUBP자체제작 / KOREA,nan,KOREA,COTTON100%,COTTON100%,"31,600","79,000",LONG-SLEEVE TEE,0,WOMEN
2019-10-24,BUBP,300782337,BUBP SIGNATURE OVER FIT HOODIE_BLACK,BUBP자체제작,BUBP자체제작 / KOREA,nan,KOREA,Cotton 75%. Polyester25%,Cotton 75%. Polyester25%,nan,"134,000",HOODIES,0,WOMEN
2019-10-24,BUBP,300782338,BUBP SIGNATURE OVER FIT HOODIE_BEIGE,BUBP자체제작,BUBP자체제작 / KOREA,nan,KOREA,Cotton 75%. Polyester25%,Cotton 75%. Polyester25%,nan,"134,000",HOODIES,0,WOMEN
2019-10-15,BURNING,300782627,Logo Sweat Pants (Grey),BURNING,BURNING / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,"43,200","72,000",SWEATPANTS,0,WOMEN
2019-10-15,BURNING,300782612,New Logo Hoodie (Grey),BURNING,BURNING / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,"47,600","68,000",HOODIES,0,WOMEN
2018-03-31,by standard,300445920,Ivory&White Boucle Mix T-shirts[아이보리&화이트 부클레 믹스 티셔츠],바이스탠다드(byStandard),바이스탠다드(byStandard) / KOREA,nan,KOREA,C66%P29%S5% / 밑단 C100%,C66%P29%S5% / 밑단 C100%,nan,"78,000",SHORT-SLEEVE TEE,0,MEN
2018-03-31,by standard,300445921,Black&White Paint T-shrits[블랙&화이트 페인트 티셔츠],바이스탠다드(byStandard,바이스탠다드(byStandard / KOREA,nan,KOREA,C65% P30% S5%,C65% P30% S5%,nan,"58,000",SHORT-SLEEVE TEE,0,MEN
2019-03-20,BURNING,300633871,B Window T-shirt (Cream),BURNING,BURNING / KOREA,nan,KOREA,Cotton 65% POLY 35%,Cotton 65% POLY 35%,"31,500","35,000",SHORT-SLEEVE TEE,0,WOMEN
2018-03-31,by standard,300445924,Patchwork Corduroy Shorts[패치워크 코드류이 쇼트],바이스탠다드(byStandard),바이스탠다드(byStandard) / KOREA,nan,KOREA,C100%,C100%,nan,"105,000",SHORTS,0,MEN
2018-03-31,by standard,300445927,Charcoal Gray Check Shorts[차콜그레이 체크 쇼트],바이스탠다드(byStandard),바이스탠다드(byStandard) / KOREA,nan,KOREA,W60% P40%,W60% P40%,nan,"92,000",SHORTS,0,MEN
2018-03-31,by standard,300445925,Beige Check Shorts[베이지 체크 쇼트],바이스탠다드(byStandard),바이스탠다드(byStandard) / KOREA,nan,KOREA,P65% R35%,P65% R35%,nan,"86,000",SHORTS,0,MEN
2019-10-15,BURNING,300782614,New Logo Hoodie (Purple),BURNING,BURNING / KOREA,nan,KOREA,Cotton 100%,Cotton 100%,"47,600","68,000",HOODIES,0,WOMEN
2019-10-31,C.O.M.E,300813794,[UNISEX] Faux-Shearling and Leather Coat (Black),TEMPLETS,TEMPLETS / KOREA,nan,KOREA,BODY: 100%POLYURETHANE / BODY LINING: 100%POLYESTER / SLEEVE LINING: 80%POLYESTER 20%ACRYLIC,BODY: 100%POLYURETHANE / BODY LINING: 100%POLYESTER / SLEEVE LINING: 80%POLYESTER 20%ACRYLIC,"160,550","247,000",JACKET,0,MEN
2019-03-01,CADEAU ,300668949,SKY BLUE BLOSSOM ONEPIECE SWIMSUIT,CADEAU,CADEAU / KOREA,nan,KOREA,80% NYLON / 20% SPANDEX,80% NYLON / 20% SPANDEX,"116,100","129,000",원피스,0,LIFE
2019-03-01,CADEAU ,300668931,NAVY BLOSSOM ONEPIECE SWIMSUIT, 꺄도, 꺄도 / KOREA,nan,KOREA,80% NYLON / 20% SPANDEX,80% NYLON / 20% SPANDEX,"116,100","129,000",원피스,0,LIFE
2019-03-01,CADEAU ,300668944,RED BLOSSOM ONEPIECE SWIMSUIT,CADEAU,CADEAU / KOREA,nan,KOREA,80% NYLON / 20% SPANDEX,80% NYLON / 20% SPANDEX,"109,650","129,000",원피스,0,LIFE
2019-10-31,C.O.M.E,300814078,[UNISEX] Padded Coach Jacket (Blue),TEMPLETS,TEMPLETS / KOREA,nan,KOREA,MAIN: 100%POLYESTER / LINING: 100%POLYESTER,MAIN: 100%POLYESTER / LINING: 100%POLYESTER,"128,700","198,000",PADDING,0,MEN
2017-02-09,CAHIERS,300295926,Keyhole blouse,까이에,까이에 / KOREA,nan,KOREA,100% POLYESTER,100% POLYESTER,"178,200","198,000",BLOUSE,0,WOMEN
2018-08-01,CAHIERS,300514351,Pleated wide collar blouse,까이에,까이에 / KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,"268,200","298,000",BLOUSE,0,WOMEN
2019-11-01,caminostreet,300813306,플리스 롱패딩 점퍼 블랙,카미노스트릿,카미노스트릿 / KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,"131,450","239,000",JUMPER,0,WOMEN
2019-05-01,caminostreet,300683331,셔링 블라우스 옐로,카미노스트릿,카미노스트릿 / KOREA,nan,KOREA,폴리에스터70% 코튼 30%,폴리에스터70% 코튼 30%,"36,000","72,000",BLOUSE,0,WOMEN
2019-09-01,caminostreet,300754413,스티치 스퀘어넥 원피스 블랙,카미노스트릿,카미노스트릿 / KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,"65,250","145,000",MAXIS,0,WOMEN
2019-10-01,caminostreet,300791048,롱 니트 원피스 퍼플,카미노스트릿,카미노스트릿 / KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,"62,300","89,000",MAXIS,0,WOMEN
2019-09-01,caminostreet,300754411,스티치 스퀘어넥 원피스 딥 핑크,카미노스트릿,카미노스트릿 / KOREA,nan,KOREA,POLYESTER 100%,POLYESTER 100%,"65,250","145,000",MAXIS,0,WOMEN
2019-01-01,CARHARTT WIP,300806661,PRENTIS LINER_BLACK,(주)웍스아웃,(주)웍스아웃 / CHINA,nan,CHINA,"100% POLYESTER PILE, 10.3 OZ","100% POLYESTER PILE, 10.3 OZ","152,600","218,000",JACKET,0,MEN
2019-01-01,CARHARTT WIP,300806689,PRENTIS LINER_WAX,(주)웍스아웃,(주)웍스아웃 / CHINA,nan,CHINA,"100% POLYESTER PILE, 10.3 OZ","100% POLYESTER PILE, 10.3 OZ","152,600","218,000",JACKET,0,MEN
2019-01-01,CARHARTT WIP,300813291,SCOUT JACKET LINER_HAMILTON BROWN/BLACK,(주)웍스아웃,(주)웍스아웃 / CHINA,nan,CHINA,"100% POLYESTER PILE, 9.2 OZ","100% POLYESTER PILE, 9.2 OZ","118,800","198,000",JACKET,0,MEN
2019-01-01,CARHARTT WIP,300813300,SCOUT JACKET LINER_BLACK/ROYAL VIOLET,(주) 웍스아웃,(주) 웍스아웃 / CHINA,nan,CHINA,"100% POLYESTER PILE, 9.2 OZ","100% POLYESTER PILE, 9.2 OZ","118,800","198,000",JACKET,0,MEN
2019-12-05,CARGOBROS,300825945,CB Fleece Jacket (BLACK),브랜디아,브랜디아 / KOREA,nan,KOREA,POLYESTER 100,POLYESTER 100,"74,120","109,000",JACKET,0,MEN
2019-12-05,CARGOBROS,300825946,CB Fleece Jacket (KHAKI),브랜디아,브랜디아 / KOREA,nan,KOREA,POLYESTER 100,POLYESTER 100,"74,120","109,000",JACKET,0,MEN
2019-01-01,CARHARTT WIP,300813317,SCOUT VEST LINER_BLACK/ROYAL VIOLET,(주) 웍스아웃,(주) 웍스아웃 / CHINA,nan,CHINA,"100% POLYESTER PILE, 9.2 OZ","100% POLYESTER PILE, 9.2 OZ","94,800","158,000",VEST,0,MEN
2019-12-30,CARGOBROS,300839873,CB Over Fit Hood Fleece (CHARCOAL),브랜디아,브랜디아 / KOREA,nan,KOREA,POLYESTER 100,POLYESTER 100,"68,670","109,000",HOODIE,0,MEN
2019-11-25,CARGOBROS,300817957,S. LETTER LOGO SWEATSHIRT (BLUE/BLACK),WORKSBY,WORKSBY / KOREA,nan,KOREA,코튼 100%,코튼 100%,"28,000","65,000",LONG-SLEEVE TEE,0,MEN
2019-08-10,CENTRO,300734360,Retro boy fit denim pants,CENTRO,CENTRO / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"56,800","71,000",STRAIGHT,0,WOMEN
2019-08-10,CENTRO,300734337,See through neck over kint_Black,CENTRO,CENTRO / KOREA,nan,KOREA,"modal 50%. wool 30%, bamboo 20%","modal 50%. wool 30%, bamboo 20%",nan,"57,000",TURTLE-NECK,0,WOMEN
2019-08-10,CENTRO,300734359,Round poket denim pants_Blue,CENTRO,CENTRO / KOREA,nan,KOREA,"COTTON 98%, POLYURETHANE 2% 2%","COTTON 98%, POLYURETHANE 2% 2%","53,900","77,000",STRAIGHT,0,WOMEN
2019-08-10,CENTRO,300734345,Over fit neck shirring blouse_White,CENTRO,CENTRO / KOREA,nan,KOREA,cotton 100%,cotton 100%,nan,"99,000",BLOUSE,0,WOMEN
2019-08-10,CENTRO,300734381,Red stitch needle point denim pants_White,CENTRO,CENTRO / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,nan,"65,000",STRAIGHT,0,WOMEN
2018-09-10,CEREAL,300516720,BUTTON BLOUSE PINK,CEREAL,CEREAL / KOREA,nan,KOREA,RAYON 100%,RAYON 100%,nan,"131,000",BLOUSE,0,WOMEN
2019-08-26,CERTO,300762390,Single Basic Coat [Navy],CERTO,CERTO / KOREA,nan,KOREA,"POLYESTER 78, RAYON 18, SPAN 4","POLYESTER 78, RAYON 18, SPAN 4","224,000","280,000",COAT,0,WOMEN
2018-02-01,CHAMPION,300418348,챔피온 후드 무지 로고 후드 S700_6color,챔피온,챔피온 / Italy/China/USA,nan,Italy/China/USA,면50%+폴리50%,면50%+폴리50%,"32,900","59,000",HOODIE,0,MEN
2009-08-04,CHAMPION,300498610,챔피온 GT19 리버스위브 스몰 챔피온로고 반팔티,챔피온(누리보듬(주)),챔피온(누리보듬(주)) / ETC,nan,ETC,100% 면,100% 면,"29,900","59,000",SHORT-SLEEVE TEE,0,MEN
2019-08-20,CERTO,300809242,Pocket Short Coat (Hand-made) [Salt],CERTO,CERTO / KOREA,nan,KOREA,"ALPACA 10, WOOL 75, NYLON 15","ALPACA 10, WOOL 75, NYLON 15","203,200","254,000",COAT,0,WOMEN
2019-06-03,CHUBASCO,300685821,SJ101 SUMMER OVERSIZED BLAZER,츄바스코,츄바스코 / KOREA,nan,KOREA,"Body: 98% polyester , 2% elastane. Lining: 100% polyester","Body: 98% polyester , 2% elastane. Lining: 100% polyester","93,500","187,000",JACKET,0,WOMEN
2019-06-03,CHUBASCO,300685823,HP101 HALF PANTS,츄바스코,츄바스코 / KOREA,nan,KOREA,"Body: 98% polyester , 2% elastane. Lining: 100% polyester","Body: 98% polyester , 2% elastane. Lining: 100% polyester","38,000","76,000",SHORTS,0,WOMEN
2019-05-29,CHUBASCO,300688693,MS701 MEXICANO SUMMER SHIRT 에쿠르,츄바스코,츄바스코 / KOREA,nan,KOREA,혼방,혼방,"62,400","78,000",SHORT-SLEEVE SHIRTS,0,MEN
2019-05-29,CHUBASCO,300688692,MS702 MEXICANO SUMMER SHIRT 네이비,츄바스코,츄바스코 / KOREA,nan,KOREA,혼방,혼방,"62,400","78,000",SHORT-SLEEVE SHIRTS,0,MEN
2017-08-01,CHUBASCO,300361049,MHD172 Small weed Hoodie PINK,츄바스코,츄바스코 / KOREA,nan,KOREA,"폴리 50, 면50","폴리 50, 면50","34,300","49,000",HOODIE,0,MEN
2018-12-01,CHORRD,300587014,XL-Knit_(grey),코드,코드 / KOREA,nan,KOREA,ACRYLIC 63%/ RAYON 27%/ POLYESTER 10%,ACRYLIC 63%/ RAYON 27%/ POLYESTER 10%,"63,000","84,000",PULLOVER,0,WOMEN
2019-08-26,clet,300738342,Double Jacket Belt Dress Black,clet,clet / KOREA,nan,KOREA,polyester 92% polyurethane 8% / 안감 : polyester 100%,polyester 92% polyurethane 8% / 안감 : polyester 100%,"134,300","158,000",MINIS,0,WOMEN
2019-08-01,Clue De Clare,300768140,shirt detail cardigan Brown,클루 드 클레어,클루 드 클레어 / KOREA,nan,KOREA,SHELL1 ACRYLIC 73% NYLON 24% SPAN 3%/ SHELL2 POLYESTER 67% RAYON 30% POLYURETHANE 3%,SHELL1 ACRYLIC 73% NYLON 24% SPAN 3%/ SHELL2 POLYESTER 67% RAYON 30% POLYURETHANE 3%,"158,400","198,000",CARDIGAN,0,WOMEN
2019-08-01,Clue De Clare,300768666,vent detail single coat Black,클루 드 클레어,클루 드 클레어 / KOREA,nan,KOREA,SHELL1 WOOL 50% POLYESTER 50%/ LINING POLYESTER 100%,SHELL1 WOOL 50% POLYESTER 50%/ LINING POLYESTER 100%,"238,400","298,000",COAT,0,WOMEN
2019-08-01,Clue De Clare,300768631,oversized belted jacket Brown,클루 드 클레어,클루 드 클레어 / KOREA,nan,KOREA,SHELL1 WOOL 80% POLYESTER 20%/ LINING POLYESTER 100%,SHELL1 WOOL 80% POLYESTER 20%/ LINING POLYESTER 100%,"205,200","228,000",JACKET,0,WOMEN
2018-11-13,CLUT STUDIO,300556783,[SET] 0 3 velvet zip up top & track pants - SKY BLUE,클럿스튜디오,클럿스튜디오 / KOREA,nan,KOREA,"poly 92%, span8%","poly 92%, span8%","174,600","194,000",JUMPER,0,WOMEN
2019-07-01,Clue De Clare,300720048,tuck detail corduroy jacket Black,클루 드 클레어,클루 드 클레어 / KOREA,nan,KOREA,SHELL 1 COTTON 100% / SHELL 2 POLYESTER 67% RAYON 30% POLYURETHANE 3% / LINING POLYESTER 100%,SHELL 1 COTTON 100% / SHELL 2 POLYESTER 67% RAYON 30% POLYURETHANE 3% / LINING POLYESTER 100%,"207,200","259,000",JACKET,0,WOMEN
2019-09-06,CO/RCA,300740227,19COR3 JUMPER1,N/CORCA,N/CORCA / CHINA,nan,CHINA,폴리에스터100,폴리에스터100,"46,500","93,000",JUMPER,0,WOMEN
2019-11-14,CO/RCA,300807993,19COR4 COAT9,N/CORCA,N/CORCA / KOREA,nan,KOREA,겉감:울80/ 나일론20/배색:울90 나일론10,겉감:울80/ 나일론20/배색:울90 나일론10,"298,500","398,000",COAT,0,WOMEN
2019-11-14,CO/RCA,300807961,19COR4 COAT7,N/CORCA,N/CORCA / KOREA,nan,KOREA,울90 나일론10,울90 나일론10,"202,800","338,000",COAT,0,WOMEN
2019-11-14,CO/RCA,300807946,19COR4 COAT2,N/CORCA,N/CORCA / KOREA,nan,KOREA,울90 나일론10,울90 나일론10,"298,500","398,000",COAT,0,WOMEN
2018-03-10,COICOI,300445905,Midnight Opal _MTM,coicoi,coicoi / KOREA,nan,KOREA,폴리에스테르,폴리에스테르,nan,"49,000",LONG-SLEEVE TEE,0,MEN
2019-11-14,CO/RCA,300808416,19COR3 JUMPER3,N/CORCA,N/CORCA / CHINA,nan,CHINA,폴리에스터100,폴리에스터100,"96,000","128,000",JUMPER,0,WOMEN
2018-03-10,COICOI,300445903,Paris Plage _MTM,coicoi,coicoi / KOREA,nan,KOREA,폴리에스테르,폴리에스테르,nan,"49,000",LONG-SLEEVE TEE,0,MEN
2017-12-01,COICOI,300406486,{COICOI] Bloody Lip MTM,COICOI,COICOI / KOREA,nan,KOREA,폴리에스테르,폴리에스테르,nan,"49,000",LONG-SLEEVE TEE,0,MEN
2017-12-01,COICOI,300406487,{COICOI] NO MTM _beige,COICOI,COICOI / KOREA,nan,KOREA,폴리에스테르,폴리에스테르,nan,"49,000",LONG-SLEEVE TEE,0,MEN
2017-12-01,COICOI,300406488,{COICOI] NO MTM _grey,COICOI,COICOI / KOREA,nan,KOREA,폴리에스테르,폴리에스테르,nan,"49,000",LONG-SLEEVE TEE,0,MEN
2019-12-01,COINONIA,300833303,12oz Heatsole padding parka,coinonia,coinonia / KOREA,nan,KOREA,"겉감_ 1. 폴리에스터 100%, 2.나일론 100%, 3.면 100%, 4.폴리에스터 65%, 면 35%충전재_히트솔 폴리에스","겉감_ 1. 폴리에스터 100%, 2.나일론 100%, 3.면 100%, 4.폴리에스터 65%, 면 35%  충전재_히트솔 폴리에스",nan,"513,000",PADDING,0,WOMEN
2019-11-10,compagno,300806263,[기모] time travel 자수 후드 블랙,comp&agrave;gno,comp&agrave;gno / KOREA,nan,KOREA,100% cotton,100% cotton,"46,920","69,000",HOODIES,0,WOMEN
2018-11-06,compagno,300705915,[기모] MTM 피에로 자수 헤비오버핏 브라운,꼼파뇨,꼼파뇨 / KOREA,nan,KOREA,cotton 100%,cotton 100%,"42,000","70,000",LONG-SLEEVE TEE,0,WOMEN
2019-09-17,compagno,300747262,[기모] GEPPETTO 제페토 크림,compagno,compagno / KOREA,nan,KOREA,100% cotton,100% cotton,"41,400","69,000",HOODIES,0,WOMEN
2019-01-01,COMONINOZ,300634590,ECO DYEING TS,COMONINOZ / WONDERPLACE,COMONINOZ / WONDERPLACE / KOREA,nan,KOREA,상세설명참조,상세설명참조,"18,130","25,900",SHORT-SLEEVE TEE,0,MEN
2019-09-17,compagno,300747241,[기모] GEPPETTO 제페토 블랙,compagno,compagno / KOREA,nan,KOREA,cotton100%,cotton100%,"41,400","69,000",HOODIES,0,WOMEN
2009-08-01,COMSPACE1980 ,300716572,Symbol Campbell T-Shirt RED,SYFASHION,SYFASHION / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,nan,"55,000",SHORT-SLEEVE TEE,0,WOMEN
2019-09-17,compagno,300747248,[기모] GEPPETTO 제페토 그레이,compagno,compagno / KOREA,nan,KOREA,100% cotton,100% cotton,"41,400","69,000",HOODIES,0,WOMEN
2019-08-27,CONICHIWA BONJOUR,300729589,1989S MTM (NAVY),2300design,2300design / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"49,600","62,000",LONG-SLEEVE TEE,0,MEN
2019-08-27,CONICHIWA BONJOUR,300729663,MUSE MTM(INDI GRAY),2300design,2300design / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"52,000","65,000",LONG-SLEEVE TEE,0,MEN
2019-08-01,CONICHIWA BONJOUR,300729627,1989S MTM(BEIGE),2300design,2300design / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"49,600","62,000",LONG-SLEEVE TEE,0,MEN
2019-08-30,corca jeans ,300734055,volume short sleeve,N/CORCA,N/CORCA / KOREA,nan,KOREA,폴리에스터83 레이온14 스판3,폴리에스터83 레이온14 스판3,"27,300","39,000",SHORT-SLEEVE TEE,0,WOMEN
2019-08-30,corca jeans ,300734194,basic blu jeans,made in korea,made in korea / KOREA,nan,KOREA,코튼97 스판3,코튼97 스판3,"48,750","65,000",SKINNY,0,WOMEN
2019-08-30,corca jeans ,300734230,blu wales jeans,N/CORCA,N/CORCA / KOREA,nan,KOREA,코튼100,코튼100,"48,750","65,000",STRAIGHT,0,WOMEN
2019-08-30,corca jeans ,300734248,rutin bell-bottom pants,N/CORCA,N/CORCA / KOREA,nan,KOREA,코튼100,코튼100,"66,500","95,000",STRAIGHT,0,WOMEN
2019-08-30,corca jeans ,300734191,deep navy jeans,N/CORCA,N/CORCA / KOREA,nan,KOREA,코튼97 스판3,코튼97 스판3,"48,750","65,000",STRAIGHT,0,WOMEN
2018-11-01,COVERS,300601058,OXPORD TIE SHIRTS_KHAKI,COVERS,COVERS / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,nan,"79,000",SHIRTS,0,WOMEN
2018-11-01,COVERS,300601059,OXPORD TIE SHIRTS_BEIGE ,COVERS,COVERS / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,nan,"79,000",SHIRTS,0,WOMEN
2019-08-01,CONVERSE,300774051,컨버스 X 펑첸왕 풀오버 후디 비비드서펄 10019959-A01,컨버스,컨버스 / CHINA,nan,CHINA,"465g French Terry , 88% Cotton, 12% Polyester ,, 465 ,","465g French Terry , 88% Cotton, 12% Polyester ,  , 465 ,",nan,"105,000",HOODIE,0,MEN
2019-08-01,CONVERSE,300774050,컨버스 X 펑첸왕 풀오버 후디 빈티지화이트 10019959-A02,컨버스,컨버스 / CHINA,nan,CHINA,"465g French Terry , 88% Cotton, 12% Polyester ,, 465 ,","465g French Terry , 88% Cotton, 12% Polyester ,  , 465 ,",nan,"105,000",HOODIE,0,MEN
2019-06-25,COVERMENT,300721136,Side Tape Contrast Shorts Black,크리에이티브 와사비 컴퍼니,크리에이티브 와사비 컴퍼니 / KOREA,nan,KOREA,"94% Polyestar, Span 6%","94% Polyestar, Span 6%","39,000","56,000",ATHLETICS,0,MEN
2019-11-05,CRANK,300809820,PEARL POCKET CARDIGAN_IV,CRANK,CRANK / KOREA,nan,KOREA,OUTSHELL_POLYESTER100% LINING_POLYESTER100%,OUTSHELL_POLYESTER100% LINING_POLYESTER100%,"64,600","68,000",CARDIGAN,0,WOMEN
2019-11-05,CRANK,300809835,CHERRY CARDIGAN_L.PK,CRANK,CRANK / KOREA,nan,KOREA,(1)ACRYLIC100% (2)ACRYLIC95% SPAN5%,(1)ACRYLIC100% (2)ACRYLIC95% SPAN5%,"68,400","72,000",CARDIGAN,0,WOMEN
2019-11-05,CRANK,300809849,PEARL MINI SKIRT_BK,CRANK,CRANK / KOREA,nan,KOREA,OUTSHELL_POLYESTER100% LINING_POLYESTER100%,OUTSHELL_POLYESTER100% LINING_POLYESTER100%,"46,550","49,000",MINI SKIRT,0,WOMEN
2019-11-05,CRANK,300809837,CHERRY CARDIGAN_BK,CRANK,CRANK / KOREA,nan,KOREA,(1)ACRYLIC100% (2)ACRYLIC95% SPAN5%,(1)ACRYLIC100% (2)ACRYLIC95% SPAN5%,"68,400","72,000",CARDIGAN,0,WOMEN
2019-06-20,COTTA,300697584,"ELLA DRESS, EMERALD BLUE",ESP CLOTHING,ESP CLOTHING / KOREA,nan,KOREA,COTTON 67% POLYESTER 31% POLYURETHANE 2%,COTTON 67% POLYESTER 31% POLYURETHANE 2%,"96,000","128,000",MAXIS,0,WOMEN
2019-10-14,COTTA,300765385,"RAVI DRESS, NAVY",ESP CLOTHING,ESP CLOTHING / KOREA,nan,KOREA,RAYON 100%,RAYON 100%,"106,500","142,000",MAXIS,0,WOMEN
2019-06-20,COTTA,300698078,"NEVA JUMPSUIT, BLUE STRIPE",ESP CLOTHING,ESP CLOTHING / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"126,000","168,000",JUMPSUIT,0,WOMEN
2019-09-01,Current,300756177,SUEDE MUSTANG WOMEN [IVORY],커렌트,커렌트 / KOREA,nan,KOREA,Fabric - Polyester 100%,Fabric - Polyester 100%,"210,800","248,000",JACKET,0,WOMEN
2019-06-20,COTTA,300698040,"MELINA DRESS, KHAKI",ESP CLOTHING,ESP CLOTHING / KOREA,nan,KOREA,COTTON 100%,COTTON 100%,"106,200","118,000",MAXIS,0,WOMEN
2019-11-28,Current,300820429,FUR CROP JACKET WOMEN [IVORY],Current,Current / KOREA,nan,KOREA,Fabric - Polyester 100%,Fabric - Polyester 100%,"174,400","218,000",JACKET,0,WOMEN
2019-09-01,Current,300756181,FUR CROP JACKET WOMEN [BLACK],커렌트,커렌트 / KOREA,nan,KOREA,Fabric - Polyester 100%,Fabric - Polyester 100%,"174,400","218,000",JACKET,0,WOMEN
